Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Heuristic Distance (km),Day Type,Period Name,Peak Hour,Time,Weekday,Weekend,Public Holiday
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Weekend,Evening Peak,0,18:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Non-peak Morning,0,06:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Morning Peak,0,08:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Lunch Peak,0,13:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Non-peak Afternoon,0,15:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Evening Peak,0,18:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Non-peak Evening,0,21:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,33.93,33.93,2243.0,0,0.0,1.79768979079596,Public Holiday,Late Night Non-peak,0,23:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Weekday,Non-peak Morning,0,06:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,25.85,12.15,782.99,1,10.18,2.85909778843237,Weekday,Morning Peak,0,08:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,25.5,7.53,493.96,1,15.05,2.85909778843237,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,27.67,6.87,445.6,2,15.52,2.85909778843237,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,30.12,19.68,1264.2,0,10.43,2.85909778843237,Weekday,Evening Peak,0,18:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,30.12,19.68,1264.2,0,10.43,2.85909778843237,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Weekend,Non-peak Morning,0,06:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,25.85,12.15,782.99,1,10.18,2.85909778843237,Weekend,Morning Peak,0,08:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,25.5,7.53,493.96,1,15.05,2.85909778843237,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,27.67,6.87,445.6,2,15.52,2.85909778843237,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,30.12,19.68,1264.2,0,10.43,2.85909778843237,Weekend,Evening Peak,0,18:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,30.12,19.68,1264.2,0,10.43,2.85909778843237,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Public Holiday,Non-peak Morning,0,06:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,25.85,12.15,782.99,1,10.18,2.85909778843237,Public Holiday,Morning Peak,0,08:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,25.5,7.53,493.96,1,15.05,2.85909778843237,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,27.67,6.87,445.6,2,15.52,2.85909778843237,Public Holiday,Lunch Peak,0,13:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Public Holiday,Non-peak Afternoon,0,15:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,30.12,19.68,1264.2,0,10.43,2.85909778843237,Public Holiday,Evening Peak,0,18:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,26.52,12.92,854.27,0,13.6,2.85909778843237,Public Holiday,Non-peak Evening,0,21:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,30.12,19.68,1264.2,0,10.43,2.85909778843237,Public Holiday,Late Night Non-peak,0,23:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekday,Non-peak Morning,0,06:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekday,Morning Peak,0,08:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.45,13.12,868.18,1,7.17,3.24098484502359,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.65,13.12,868.18,1,7.15,3.24098484502359,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,24.18,13.12,868.18,1,7.17,3.24098484502359,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.92,13.12,868.18,1,7.17,3.24098484502359,Weekday,Evening Peak,0,18:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekend,Non-peak Morning,0,06:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekend,Morning Peak,0,08:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.45,13.12,868.18,1,7.17,3.24098484502359,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.65,13.12,868.18,1,7.15,3.24098484502359,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.92,13.12,868.18,1,7.17,3.24098484502359,Weekend,Evening Peak,0,18:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Public Holiday,Non-peak Morning,0,06:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Public Holiday,Morning Peak,0,08:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.45,13.12,868.18,1,7.17,3.24098484502359,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.65,13.12,868.18,1,7.15,3.24098484502359,Public Holiday,Lunch Peak,0,13:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,24.18,13.12,868.18,1,7.17,3.24098484502359,Public Holiday,Non-peak Afternoon,0,15:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.92,13.12,868.18,1,7.17,3.24098484502359,Public Holiday,Evening Peak,0,18:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Public Holiday,Non-peak Evening,0,21:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,22.23,16.52,1101.73,0,5.72,3.24098484502359,Public Holiday,Late Night Non-peak,0,23:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.72,17.15,1140.18,1,9.98,3.72619238530191,Weekday,Non-peak Morning,0,06:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.25,17.15,1140.18,1,9.98,3.72619238530191,Weekday,Morning Peak,0,08:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.67,17.15,1140.18,1,9.98,3.72619238530191,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.27,17.15,1140.18,1,9.98,3.72619238530191,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.83,14.6,989.28,2,11.42,3.72619238530191,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,31.77,17.15,1140.18,1,9.98,3.72619238530191,Weekday,Evening Peak,0,18:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,31.02,17.15,1140.18,1,9.98,3.72619238530191,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.02,17.15,1140.18,1,9.98,3.72619238530191,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.72,17.15,1140.18,1,9.98,3.72619238530191,Weekend,Non-peak Morning,0,06:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.25,17.15,1140.18,1,9.98,3.72619238530191,Weekend,Morning Peak,0,08:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.67,17.15,1140.18,1,9.98,3.72619238530191,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.27,17.15,1140.18,1,9.98,3.72619238530191,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.83,14.6,989.28,2,11.42,3.72619238530191,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,31.77,17.15,1140.18,1,9.98,3.72619238530191,Weekend,Evening Peak,0,18:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,31.02,17.15,1140.18,1,9.98,3.72619238530191,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.02,17.15,1140.18,1,9.98,3.72619238530191,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.72,17.15,1140.18,1,9.98,3.72619238530191,Public Holiday,Non-peak Morning,0,06:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.25,17.15,1140.18,1,9.98,3.72619238530191,Public Holiday,Morning Peak,0,08:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.67,17.15,1140.18,1,9.98,3.72619238530191,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,29.27,17.15,1140.18,1,9.98,3.72619238530191,Public Holiday,Lunch Peak,0,13:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.83,14.6,989.28,2,11.42,3.72619238530191,Public Holiday,Non-peak Afternoon,0,15:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,31.77,17.15,1140.18,1,9.98,3.72619238530191,Public Holiday,Evening Peak,0,18:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,31.02,17.15,1140.18,1,9.98,3.72619238530191,Public Holiday,Non-peak Evening,0,21:00:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,30.02,17.15,1140.18,1,9.98,3.72619238530191,Public Holiday,Late Night Non-peak,0,23:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,37.4,10.7,689.37,0,26.7,4.39909408434973,Weekday,Non-peak Morning,0,06:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,40.45,5.32,329.06,1,28.13,4.39909408434973,Weekday,Morning Peak,0,08:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,34.72,7.3,455.42,0,27.42,4.39909408434973,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,33.63,12.5,771.68,2,13.95,4.39909408434973,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,36.88,5.32,329.06,1,28.15,4.39909408434973,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,34.72,7.3,455.42,0,27.42,4.39909408434973,Weekday,Evening Peak,0,18:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,33.22,12.5,771.68,2,13.95,4.39909408434973,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,29.88,13.92,883.82,2,10.07,4.39909408434973,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,37.4,10.7,689.37,0,26.7,4.39909408434973,Weekend,Non-peak Morning,0,06:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,40.45,5.32,329.06,1,28.13,4.39909408434973,Weekend,Morning Peak,0,08:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,34.72,7.3,455.42,0,27.42,4.39909408434973,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,33.63,12.5,771.68,2,13.95,4.39909408434973,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,36.88,5.32,329.06,1,28.15,4.39909408434973,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,34.72,7.3,455.42,0,27.42,4.39909408434973,Weekend,Evening Peak,0,18:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,33.22,12.5,771.68,2,13.95,4.39909408434973,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,29.88,13.92,883.82,2,10.07,4.39909408434973,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,37.4,10.7,689.37,0,26.7,4.39909408434973,Public Holiday,Non-peak Morning,0,06:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,40.45,5.32,329.06,1,28.13,4.39909408434973,Public Holiday,Morning Peak,0,08:30:00,0,0,1
Bishan,Bishan East,1.349823908,103.8530143,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,34.72,7.3,455.42,0,27.42,4.39909408434973,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
